title,Ingridients,webLink,Images
Super green spaghetti,"['150 g dried spaghetti', '4 cloves of garlic', '200 g cavolo nero', '30 g Parmesan cheese', '30 g ricotta cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/super-green-spaghetti/,https://img.jamieoliver.com/jamieoliver/recipe-database/55846383.jpg?tr=w-330
Lemony courgette linguine,"['150 g dried linguine', '2 mixed-colour courgettes', '½ a bunch of fresh mint (15g)', '30 g Parmesan cheese', '1 lemon']",https://www.jamieoliver.com/recipes/pasta-recipes/lemony-courgette-linguine/,https://img.jamieoliver.com/jamieoliver/recipe-database/55846365.jpg?tr=w-330
Ricotta & Parmesan ravioli,"['½ x', '70 g Parmesan cheese , plus extra to serve', '100 g ricotta cheese', '6 medium free-range eggs', '100 g unsalted butter', '1 lemon', '100 g frisée', 'extra virgin olive oil', '6 slices higher-welfare prosciutto']",https://www.jamieoliver.com/recipes/pasta-recipes/ricotta-parmesan-ravioli-with-prosciutto-salad/,https://img.jamieoliver.com/jamieoliver/recipe-database/52110998.jpg?tr=w-330
Carbonara cake,"['300 g dried spaghetti', 'olive oil', '100 g hard cheese , such as Parmesan, Cheddar, Gruyère', '3 large free-range eggs', '250 ml double cream', '250 g cooked smoked higher-welfare ham', '3 sprigs of fresh rosemary']",https://www.jamieoliver.com/recipes/pasta-recipes/carbonara-cake/,https://img.jamieoliver.com/jamieoliver/recipe-database/47750600.jpg?tr=w-330
Mushroom & lentil pappardelle Bolognese,"['1 carrot', '1 onion', '2 cloves of garlic', '1 stick of celery', 'olive oil', '2 fresh bay leaves', '½ a bunch of fresh thyme', '4 large portobello mushrooms', '100 g dried Puy lentils', '2 tablespoons tomato purée', '400 ml organic vegetable stock', '1 x 400 g tin of plum tomatoes', '350 g dried pappadelle', '½ a bunch of fresh baby basil', 'Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/mushroom-lentil-pappardelle-bolognese/,https://img.jamieoliver.com/jamieoliver/recipe-database/49213399.jpg?tr=w-330
Sausage pasta,"['350 g broccoli', '4 higher-welfare chipolata sausages', '1-2 fresh red chillies', 'olive oil', '2 teaspoons fennel seeds', '4 cloves of garlic', '2 onions', '½ a bunch of fresh oregano , (15g)', '2 tablespoons red wine vinegar', '1 x 400 g tin of plum tomatoes', '300 g dried wholewheat tagliatelle', '40 g Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/sausage-pasta/,https://img.jamieoliver.com/jamieoliver/recipe-database/90246163.jpg?tr=w-330
Squash & ricotta ravioli,"['1 small butternut squash , (900g)', '250 g ricotta cheese', '½ a bunch of fresh basil , (15g)', '3 large free-range eggs', '300 g Tipo 00 or plain flour , plus extra for dusting', '600 ml 7-veg tomato sauce', '70 g rocket', '10 g Parmesan cheese', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/pasta-recipes/squash-ricotta-ravioli/,https://img.jamieoliver.com/jamieoliver/recipe-database/7HjfVwcN4CZ9tExJYnP7Tr.jpg?tr=w-330
Spinach pici pasta,"['200g baby spinach', '300g Tipo 00 or plain flour , plus extra for dusting', 'olive oil', '4 cloves of garlic', '½ teaspoon dried red chilli flakes', '200g baby courgettes', '320g ripe cherry tomatoes , on the vine', '50g pine nuts', '½ a bunch of fresh basil , (15g)', '50g Parmesan cheese', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/pasta-recipes/spinach-pici-pasta/,https://img.jamieoliver.com/jamieoliver/recipe-database/7s5f0uUOa8lBK3MzNA1Qjn.jpg?tr=w-330
Mushroom & cauliflower penne,"['2 cloves of garlic', '1 onion', '1 fresh red chilli', '15 g fresh thyme', '250 g chestnut mushrooms', '320 g cauliflower', 'olive oil', '200 g wholewheat penne', '15 g fresh flat-leaf parsley', '100 g ricotta cheese', '1 lemon', '20 g Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/mushroom-cauliflower-penne/,https://img.jamieoliver.com/jamieoliver/recipe-database/46325031.jpg?tr=w-330
Tomato & caper linguine,"['400 g dried linguine', 'olive oil', '350 g tomato passata', '5 tablespoons baby capers', '1 lemon', 'Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/tomato-caper-linguine/,https://img.jamieoliver.com/jamieoliver/recipe-database/FWu9vav74jz9YKkPYWnU44.jpg?tr=w-330
Christmas carbonara,"['400 g tagliatelle', '150 g mushrooms', '1 clove of garlic', '1 tablespoon olive oil', '50 g Parmesan cheese , plus extra to serve', '3 sprigs of fresh flat-leaf parsley', '6 fresh chives', '2 large free-range egg yolks', '100 g crème fraîche', '80 g cooked ham']",https://www.jamieoliver.com/recipes/pasta-recipes/christmas-carbonara/,https://img.jamieoliver.com/jamieoliver/recipe-database/04uefN8o4DfBUzZEw-JgPE.jpg?tr=w-330
Sausage pasta bake,"['3 cloves of garlic', '50 g mature Cheddar cheese', '50 g stale bread', '2 teaspoons dried oregano', 'olive oil', '4 higher-welfare sausages', '1 pinch of dried chilli flakes', '3 x 400 g tins of quality plum tomatoes', '400 g dried rigatoni']",https://www.jamieoliver.com/recipes/pasta-recipes/sausage-pasta-bake/,https://img.jamieoliver.com/jamieoliver/recipe-database/EE8JvDBE4Iq807-JvFz0o5.jpg?tr=w-330
Spinach lasagne,"['70 g unsalted butter', '50 g plain flour', '800 ml milk', '1 fresh bay leaf', '800 g spinach', '200 g ricotta cheese', '1 whole nutmeg , for grating', '300 g fresh lasagne sheets', '100 g Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/spinach-lasagne/,https://img.jamieoliver.com/jamieoliver/recipe-database/2ipm2HQHql2Azq2dLfiA4k.jpg?tr=w-330
Spring veg pasta,"['1 x 350 g bunch of asparagus', '2 small courgettes', '2 large free-range eggs', '60 g crème fraîche', '1 handful of freshly grated Parmesan cheese , plus extra to serve', '½ a lemon', '400 g tagliatelle', 'olive oil', '100 g pancetta', '½ a bunch of fresh mint']",https://www.jamieoliver.com/recipes/pasta-recipes/spring-veg-pasta/,https://img.jamieoliver.com/jamieoliver/recipe-database/AtC9w9uY4U_BzULPknq7GR.jpg?tr=w-330
Pork tonkatsu & noodles,"['2 tablespoons plain flour', '100 g fresh, fine breadcrumbs', '1 large free-range egg', '4 x 120 g higher-welfare pork fillets', '300 g udon noodles', '1 small carrot', '½ an Asian or pointed cabbage', 'low-salt soy sauce', 'vegetable oil', 'mustard', '1 fresh red chilli , optional']",https://www.jamieoliver.com/recipes/pork-recipes/pork-tonkatsu-and-noodles/,https://img.jamieoliver.com/jamieoliver/recipe-database/46264124.jpg?tr=w-330
Spaghetti atterrati,"['6 tablespoons extra virgin olive oil', '3 anchovy fillets , from sustainable sources', '1 clove of garlic', '1 fresh red chilli', '2 medium ripe tomatoes', '320 g dried spaghetti', 'Parmesan cheese , to serve', 'TOPPING', '4 tablespoons fine breadcrumbs', '6 sprigs of fresh parsley', '50 g walnut havles', '2 tablespoons pine nuts']",https://www.jamieoliver.com/recipes/pasta-recipes/spaghetti-atterrati/,https://img.jamieoliver.com/jamieoliver/recipe-database/64xcNyWCau-80yihFld-ZW.jpg?tr=w-330
Pasta and green olives,"['250 g orecchiette', '3 tablespoons olive oil', '2 cloves of garlic', '1 x 150 g jar of green olives (stones in)', '8 tablespoons passata']",https://www.jamieoliver.com/recipes/pasta-recipes/pasta-and-green-olives/,https://img.jamieoliver.com/jamieoliver/recipe-database/9icdZr2MaDw8zr_3CuHgvd.jpg?tr=w-330
World’s most elegant winter pasta,"['1 large leek', '6 cloves of garlic', '2 large handfuls of cavolo nero, dark curly kale or savoy cabbage', '100 ml extra virgin olive oil', '500 g dried pasta , such as penne, linguine or spaghetti', '100 g Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/world-s-most-elegant-winter-pasta/,https://img.jamieoliver.com/jamieoliver/recipe-database/CaIW2UumqP89ZYr1_w6MRF.jpg?tr=w-330
Zesty sardine & purple kale spaghetti,"['200 g spaghetti', '½ tablespoon capers', '4 tablespoons olive oil', '6 fresh sardines , scaled and gutted, from sustainable sources', '2 cloves of garlic', '1 lemon', '200 ml dry white wine', '1 head of purple kale', '1 pinch of dried chilli flakes', 'a few sprigs of chervil']",https://www.jamieoliver.com/recipes/pasta-recipes/zesty-sardine-purple-kale-spaghetti/,https://img.jamieoliver.com/jamieoliver/recipe-database/4jkDnJ7tqA4A_weBrHyahM.jpg?tr=w-330
Sicilian spaghetti alla Norma,"['2 aubergines', '3 cloves of garlic', '½ a bunch of fresh basil , (15g)', '1 teaspoon dried oregano', '1 teaspoon dried chilli flakes', 'olive oil', '1 tablespoon baby capers', '1 tablespoon red wine vinegar', '1 x 400 g tin of quality plum tomatoes', '320 g dried wholewheat spaghetti', '50 g pecorino cheese', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/pasta-recipes/sicilian-spaghetti-alla-norma/,https://img.jamieoliver.com/jamieoliver/recipe-database/FGs_bhZD4h18Hfq6EWSj6y.jpg?tr=w-330
"Pappardelle with peas, broad beans & pecorino","['400 g pappardelle', '1 big handful of peas', '1 big handful of broad beans (outer skins removed)', '½ a bunch of fresh mint', 'extra virgin olive oil', '1 lemon', 'pecorino cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/pappardelle-with-peas-broad-beans-pecorino/,https://img.jamieoliver.com/jamieoliver/recipe-database/46262407.jpg?tr=w-330
Spinach & tortellini soup,"['1 litre organic chicken or vegetable stock', '2 fresh bay leaves', '200 g tortellini', '50 g frozen peas', '1 large handful of spinach']",https://www.jamieoliver.com/recipes/pasta-recipes/spinach-amp-tortellini-soup/,https://img.jamieoliver.com/jamieoliver/recipe-database/1ckZ9_2ZaUj8HYAsrn56sz.jpg?tr=w-330
Double whammy arrabbiata,"['4 fresh red chillies', 'olive oil', '2 cloves of garlic', '3 anchovies, from sustainable sources', '1 teaspoon dried oregano', '1 x 400 g tin of plum tomatoes or 400g passata', '400 g dried pasta', 'PANGRATTATO', '2 slices of bread', 'olive oil', '3 cloves of garlic', '1 dried chilli']",https://www.jamieoliver.com/recipes/pasta-recipes/double-whammy-arrabbiata/,https://img.jamieoliver.com/jamieoliver/recipe-database/AS3i1siAqzN9rT0fJKEpX3.jpg?tr=w-330
Spelt spaghetti,"['olive oil', '½ a bunch of fresh thyme , (15g)', '4 cloves of garlic', '½ -1 fresh red chilli', '1 lemon', '500 g ripe mixed-colour cherry tomatoes , on the vine', '250 g best-quality ricotta cheese', '320 g dried wholewheat spelt spaghetti', '4 handfuls of rocket', 'balsamic vinegar , optional']",https://www.jamieoliver.com/recipes/pasta-recipes/spelt-spaghetti/,https://img.jamieoliver.com/jamieoliver/recipe-database/118797703.jpg?tr=w-330
Casarecce with broccoli & anchovies,"['450 g broccoli', '1 clove of garlic', '1 fresh red chilli', '40 g breadcrumbs', '3 salted anchovies (or 6 anchovies in oil)', '1 tablespoon garlic oil', '4 tablespoons olive oil', '50 g pine nuts', '30 g sultanas', '400 g dried casarecce or penne', '60 each of fresh and aged caciocavallo (or pecorino) cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/casarecce-with-broccoli-anchovies/,https://img.jamieoliver.com/jamieoliver/recipe-database/46257669.jpg?tr=w-330
Penne in salsa di cipolle (Penne with onion sauce),"['500 g red onions', '4 tablespoons olive oil', '½ teaspoon Marmite', '1 teaspoon plain flour', '350 g penne', '25 g butter', 'Parmigiano Reggiano cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/penne-in-salsa-di-cipolle-penne-with-onion-sauce/,https://img.jamieoliver.com/jamieoliver/recipe-database/9-RR13ih44uAX2Rby61KtN.jpg?tr=w-330
"Spaghetti aglio, olio & spring greens","['2 cloves of garlic', '1 fresh red chilli', '1 head of spring greens', '400 g dried spaghetti', 'extra virgin olive oil', '1 large unwaxed lemon', 'Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/spaghetti-aglio-olio-spring-greens/,https://img.jamieoliver.com/jamieoliver/recipe-database/46263339.jpg?tr=w-330
Tortellini in brodo,"['300 g beef brisket', '150 g beef shank bones', '300 g free-range chicken thighs and drumsticks, skin on', '½ an onion', '1 stick of celery', '1 carrot', 'PASTA DOUGH', '200 g tipo 00 flour , plus extra for dusting', '2 large free-range eggs', 'FILLING', 'olive oil', '75 g lean minced beef', '75 g higher-welfare prosciutto di Parma', '50 g higher-welfare mortadella di Bologna', '1 pinch of ground nutmeg', '50 g Parmesan cheese , plus extra to serve']",https://www.jamieoliver.com/recipes/pasta-recipes/tortellini-in-brodo/,https://img.jamieoliver.com/jamieoliver/recipe-database/46256740.jpg?tr=w-330
Pasta with aubergine & tomato sauce,"['1 small onion', '2 cloves of garlic', '½ a bunch of fresh basil', '2 aubergines', '4-6 tablespoons olive oil', '1 x 400 g tin of quality chopped tomatoes', '500 g dried rigatoni', '80 g ricotta cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/pasta-with-aubergine-tomato-sauce/,https://img.jamieoliver.com/jamieoliver/recipe-database/46262289.jpg?tr=w-330
Goldie Hawn's fettuccine Alfredo,"['½ x', 'fine semolina , for dusting', '150 ml double cream', '150 ml single cream', '1 large free-range egg', '60 g Parmesan cheese , plus extra to serve', '1 fresh truffle or 1 whole nutmeg , for grating', 'truffle oil']",https://www.jamieoliver.com/recipes/pasta-recipes/goldie-hawn-s-fettuccine-alfredo/,https://img.jamieoliver.com/jamieoliver/recipe-database/83619418.jpg?tr=w-330
Salsa spaghetti,"['320 g dried spaghetti', '600 g mixed ripe tomatoes', '12 black olives (stone in)', '1 bunch of fresh basil', '1 clove of garlic', 'extra virgin olive oil', '2 tablespoons red wine vinegar', '20 g hard Italian cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/salsa-spaghetti/,https://img.jamieoliver.com/jamieoliver/recipe-database/64928485.jpg?tr=w-330
Prawn & courgette spaghetti,"['2 yellow courgettes', '3 green courgettes', '2 cloves of garlic', '2 fresh red chillies', '1 bunch of fresh dill or flat-leaf parsley', '500 g dried spaghetti', '1 large knob of unsalted butter', 'extra virgin olive oil', '600 g raw peeled prawns, from sustainable sources', '½ lemon', 'Parmesan cheese , optional']",https://www.jamieoliver.com/recipes/pasta-recipes/prawn-courgette-spaghetti/,https://img.jamieoliver.com/jamieoliver/recipe-database/46263915.jpg?tr=w-330
Veggie carbonara,"['400 g dried linguine', '4 large free-range eggs', '2 tablespoons soft ricotta cheese', '1 lemon', '100 g fresh or frozen peas', '100 g baby spinach']",https://www.jamieoliver.com/recipes/pasta-recipes/veggie-carbonara/,https://img.jamieoliver.com/jamieoliver/recipe-database/CxJXN5kMqE08N4t_qnng4w.jpg?tr=w-330
Pea & Popeye pesto pasta,"['½ a bunch of fresh basil', '2 cloves of garlic', '50 g pine nuts', '250 g fresh peas', '100 g baby spinach', ""100 g hard goat's cheese"", '1 lemon', 'extra virgin olive oil', '600 g dried pasta, in fun shapes', '120 g breadcrumbs']",https://www.jamieoliver.com/recipes/pasta-recipes/pea-popeye-pesto-pasta/,https://img.jamieoliver.com/jamieoliver/recipe-database/6_FsJZrqqaRBsYjhjR4jMw.jpg?tr=w-330
Winter pasta salad,"['2 cloves of garlic', 'a few sprigs of fresh thyme', '300 g wild mushrooms', '300 g leftover cooked higher-welfare ham or turkey', '500 g short pasta', 'olive oil', '3 tablespoons crème fraîche', '200 g baby spinach', 'Parmesan cheese', '1 lemon']",https://www.jamieoliver.com/recipes/pasta-recipes/winter-pasta-salad/,https://img.jamieoliver.com/jamieoliver/recipe-database/1BSdoLz-4bB9U6Y0Y0AsHO.jpg?tr=w-330
Incredible leftover lasagne,"['EGG PASTA DOUGH', '700 g tipo 00 flour', '7 large free-range eggs , or 14 yolks', 'FILLING & BÉCHAMEL', '3 cloves of garlic', '4 onions', '3 sticks of celery', '3 carrots', '½ a bunch of fresh rosemary', 'olive oil', '2 teaspoons dried oregano', '3 x 400 g tin of quality plum tomatoes', '375 ml chianti, or other medium-bodied red wine', '750 g leftover cooked higher-welfare meat, such as chicken, beef, lamb, pork', '1 litre of milk', 'a few peppercorns', '75 g unsalted butter', '75 g plain flour', '100 g Parmesan cheese', '1 x 125 g ball of buffalo mozzarella', 'a few sprigs of fresh basil']",https://www.jamieoliver.com/recipes/pasta-recipes/incredible-leftover-lasagne/,https://img.jamieoliver.com/jamieoliver/recipe-database/46257437.jpg?tr=w-330
Skinny carbonara,"['200 g freshly podded or frozen peas', '1 tablespoon flaked almonds', '1 small clove of garlic', '½ a bunch of fresh basil , (15g)', '15 g Parmesan cheese', '1 lemon', '150 g wholewheat spaghetti', '1 rasher of higher-welfare smoked streaky bacon', 'olive oil', '1 large free-range egg', '100 g fat-free natural yoghurt']",https://www.jamieoliver.com/recipes/pasta-recipes/skinny-carbonara/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1591_9_1439906697.jpg?tr=w-330
Gennaro's pasta frittata – lots of ways,"['4 large free-range eggs', '40 g Parmesan cheese , plus extra to serve', 'sea salt', 'freshly ground black pepper', '400 g leftover cooked pasta', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/pasta-recipes/gennaro-s-pasta-frittata-lots-of-ways/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1561_1_1436870629.jpg?tr=w-330
Gennaro's simple tuna bucatini,"['200 g bucatini', 'sea salt', '1 large clove of garlic , peeled', '1 fresh red chilli', '2 anchovy fillets', '4 ripe cherry tomatoes', 'extra virgin olive oil', '1 x 180 g tin of quality tuna in olive oil', '1 tablespoon baby capers , rinsed', '1/2 lemon , juice from', '100 g wild rocket , washed']",https://www.jamieoliver.com/recipes/pasta-recipes/gennaro-s-simple-tuna-bucatini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1560_1_1436886014.jpg?tr=w-330
Gennaro's butternut squash & pancetta penne,"['60 g higher-welfare slices of pancetta', '3 banana shallots , peeled', '½ a fresh red chilli', '650 g butternut squash , peeled and deseeded', 'extra virgin olive oil', '2 sprigs of fresh rosemary , leaves picked', '600 ml hot organic vegetable stock', '400 g penne', 'sea salt', 'freshly ground black pepper', '10 g Parmesan cheese , plus extra to serve']",https://www.jamieoliver.com/recipes/pasta-recipes/gennaro-s-butternut-squash-pancetta-penne/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1559_1_1436795625.jpg?tr=w-330
Gennaro's Parma ham & red pepper with taglierini,"['½ a red or white onion , peeled', '1 red pepper , deseeded', '90 g higher-welfare slices of Parma ham', '¼ of a fresh red chilli', '1 large firm tomato', '½ a bunch of fresh flat-leaf parsley , leaves picked', '200 g taglierini', 'sea salt', 'freshly ground black pepper', 'extra virgin olive oil', '½ an unwaxed lemon , the zest and juice of', 'Parmesan cheese , for grating']",https://www.jamieoliver.com/recipes/pasta-recipes/gennaro-s-parma-ham-red-pepper-with-taglierini/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1557_1_1436870217.jpg?tr=w-330
Family spaghetti Bolognese,"['3 red onions', '2 cloves of garlic', '3 carrots', '3 sticks of celery', '2 sprigs of fresh rosemary', '2 rashers of higher-welfare smoked streaky bacon , or pancetta', 'olive oil', '500 g lean beef mince', '1 x 400 g tin of quality chopped tomatoes', '1 tablespoon tomato purée', '1 tablespoon balsamic vinegar , or red wine vinegar', '3 fresh bay leaves', '1 organic low-salt beef stock cube', '500 g dried spaghetti', '40 g Parmesan cheese , optional']",https://www.jamieoliver.com/recipes/pasta-recipes/family-spaghetti-bolognese/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1551_2_1432135544.jpg?tr=w-330
Michela’s ham & cheese pasta,"['120 g pastina , (little pasta)', '100 g cooked higher-welfare ham', '1 heaped teaspoon soft cream cheese', 'Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/michela-s-ham-cheese-pasta/,https://img.jamieoliver.com/jamieoliver/recipe-database/AHJV-jiDq708yxs3Ubrq8g.jpg?tr=w-330
Michela’s carrot & ricotta pasta,"['120 g pastina , (little pasta)', '1 small carrot', '10 g Parmesan cheese', '2 tablespoons ricotta cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/michela-s-carrot-ricotta-pasta/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1529_2_1431620490.jpg?tr=w-330
"Chicken, leek & pea pasta bake","['1 tablespoon butter , plus extra for greasing', '350 g conchiglie pasta', 'olive oil', '2 leeks', '2 cloves of garlic', '100 ml chicken stock', '100 ml white wine', '150 g frozen peas', '200 g cooked chicken', '225 ml milk', '250 g ricotta cheese', '60 g Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/chicken-leek-pea-pasta-bake/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1512_40_1439209736.jpg?tr=w-330
Helen’s tuna pasta,"['1 small onion', '1 clove of garlic', '1 green or red pepper', '1 sprig of fresh rosemary or thyme', '300 g dried pasta , (pasta shapes or spaghetti)', '2 tablespoons olive oil', '1 teaspoon bouillon powder , optional', '1 x 400 g tin of chopped tomatoes', '2 x 180 g tins of tuna , (275g drained weight)']",https://www.jamieoliver.com/recipes/pasta-recipes/helen-s-tuna-pasta/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1500_36_1432134324.jpg?tr=w-330
Kerryann’s tuna pasta bake,"['1 onion', '2 cloves of garlic', 'olive oil', '1 pinch of dried chilli flakes', '3 x 400 g tins of chopped tomatoes', '1 bunch of fresh basil , (or use 1 teaspoon dried oregano instead)', 'sea salt', 'freshly ground black pepper', '500 g dried penne', '2 x 180 g tins of tuna from sustainable sources , (275g drained weight)', '150 g mature Cheddar cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/kerryann-s-tuna-pasta-bake/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1488_2_1432023782.jpg?tr=w-330
Jamie’s classic family lasagne,"['2 sprigs of fresh rosemary', '100 g higher-welfare smoked streaky bacon', 'olive oil', '1 kg quality minced beef', '1 kg higher-welfare minced pork', '4 carrots', '2 onions', '4 sticks of celery', '2 heaped tablespoons tomato purée', '4 x 400 g tins of plum tomatoes', '350 g dried lasagne sheets', 'WHITE SAUCE', '150 g mature Cheddar cheese', '2 medium leeks', '2 fresh bay leaves', '4 tablespoons plain flour', '1 litre semi-skimmed milk', '1 whole nutmeg , for grating']",https://www.jamieoliver.com/recipes/pasta-recipes/jamie-s-classic-family-lasagne/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1475_6_1432138866.jpg?tr=w-330
Pasta pesto,"['CHICKEN', '2 x 200 g skinless free-range chicken breasts', '1 teaspoon fennel seeds', '2 sprigs of fresh rosemary', '2 tablespoons rapeseed oil', '4-5 cloves of garlic', '1-2 fresh red chillies', '8 ripe cherry tomatoes', 'PASTA & PESTO', '250 g green beans', '1 big bunch of fresh basil', '50 g blanched almonds', '50 g Parmesan cheese , plus extra to serve', '2 tablespoons extra virgin olive oil', '1 lemon', '1 clove of garlic', '300 g fresh lasagne sheets', '200 g baby spinach']",https://www.jamieoliver.com/recipes/pasta-recipes/pasta-pesto/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1435_1_1436870697.jpg?tr=w-330
Lobster mac 'n' cheese,"['1 x 1.5 kg whole live lobster , (or 2 small ones)', '2 onions', '4 cloves of garlic', '50 g unsalted butter', '1 small pinch of saffron', '½ teaspoon cayenne pepper', '2 anchovy fillets', '200 ml white Burgundy , such as Pouilly-Fuissé', '50 g plain flour', '1.1 litres semi-skimmed milk', '2 teaspoons English mustard', '400 g dried amori pasta , or macaroni', '70 g mature Cheddar cheese', '70 g Gruyère cheese', '70 g Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta-recipes/lobster-mac-n-cheese/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1298_1_1440766937.jpg?tr=w-330
Royal pasta dough,"['400 g good-quality Tipo 00 flour , plus extra for dusting', '75 g fine semolina', '12 large free-range eggs', '2 tablespoons extra virgin olive oil']",https://www.jamieoliver.com/recipes/pasta-recipes/royal-pasta-dough/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1296_1_1436883731.jpg?tr=w-330
Bolognese ravioli,"['FILLING', '400 g higher-welfare minced pork', '400 g higher-welfare minced veal , or beef', 'olive oil', '2 cloves of garlic', '2 onions', '2 carrots', '2 sticks of celery', '200 ml Chianti Classico', '2 x 400 g tins of quality plum tomatoes', '100 g Parmesan cheese , plus extra to serve', 'PASTA', '1 x', 'fine semolina', 'SAUCE', '4 cloves of garlic', '1-2 fresh red chillies', '3 x 400 g tins of quality plum tomatoes', 'a few sprigs of fresh basil']",https://www.jamieoliver.com/recipes/pasta-recipes/bolognese-ravioli/,https://img.jamieoliver.com/jamieoliver/recipe-database/46342145.jpg?tr=w-330
Vegan mac ‘n’ cheese,"['350 g dried macaroni', 'sea salt', 'freshly ground black pepper', '1 onion', '1 litre unsweetened organic soya milk', '100 g dairy-free margarine', '85 g plain flour', '1 heaped teaspoon English mustard', '1½ tablespoons nutritional yeast flakes', '50 g vegan cheese , optional (available from specialist stores)', '5 cloves of garlic', '½ a bunch of fresh thyme', 'olive oil', '40 g fresh breadcrumbs']",https://www.jamieoliver.com/recipes/pasta-recipes/vegan-mac-n-cheese/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1249_15_1436960275.jpg?tr=w-330
Basil gnudi,"['2 large bunches of basil , (60g)', '250 g fresh ricotta', '125 g Parmesan cheese', '2 large free-range eggs', '1 free-range egg yolk', '75 g plain flour , plus a little extra', 'semolina flour , for dusting', '15 g butter', '1 unwaxed lemon', '30 g grated pecorino cheese , to serve']",https://www.jamieoliver.com/recipes/pasta-recipes/basil-gnudi/,https://img.jamieoliver.com/jamieoliver/recipe-database/oldImages/large/1236_1_1436966638.jpg?tr=w-330
